trip_id,starttime,stoptime,bikeid,left(bikeid,right bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
60972,4/19/15 20:49,4/19/15 21:07,SEA00157,SEA,00157,1136.549,Summit Ave E & E Republican St,NE 42nd St & University Way NE,CH-03,UD-02,Annual Member,Male,1982
144253,9/14/15 8:57,9/14/15 9:04,SEA00311,SEA,00311,441.367,Summit Ave E & E Republican St,Union St & 4th Ave,CH-03,CBD-04,Annual Member,Male,1981
6483,10/27/14 11:18,10/27/14 11:49,SEA00095,SEA,00095,1830.26,12th Ave & E Mercer St,Eastlake Ave E & E Allison St,CH-15,EL-05,Annual Member,Male,1985
136467,8/27/15 18:49,8/27/15 21:38,SEA00254,SEA,00254,10174.365,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL
87694,6/9/15 19:37,6/9/15 19:51,SEA00442,SEA,00442,814.535,Key Arena / 1st Ave N & Harrison St,1st Ave & Marion St,SLU-19,CBD-05,Annual Member,Female,1974
19148,12/4/14 18:39,12/4/14 18:52,SEA00271,SEA,00271,767.008,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St,WF-01,PS-04,Short-Term Pass Holder,NULL,NULL
140828,9/7/15 14:46,9/7/15 16:01,SEA00137,SEA,00137,4503.633,Lake Union Park / Valley St & Boren Ave N,Pier 69 / Alaskan Way & Clay St,SLU-17,WF-01,Short-Term Pass Holder,NULL,NULL
10887,11/7/14 21:13,11/7/14 21:51,SEA00334,SEA,00334,2305.965,REI / Yale Ave N & John St,Pier 69 / Alaskan Way & Clay St,SLU-01,WF-01,Short-Term Pass Holder,NULL,NULL
84220,6/3/15 18:21,6/3/15 18:56,SEA00448,SEA,00448,2103.251,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,2nd Ave & Vine St,PS-05,BT-03,Short-Term Pass Holder,NULL,NULL
84607,6/4/15 14:02,6/4/15 14:20,SEA00310,SEA,00310,1068.404,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Short-Term Pass Holder,NULL,NULL
101753,7/3/15 20:39,7/3/15 20:58,SEA00445,SEA,00445,1154.855,3rd Ave & Broad St,E Blaine St & Fairview Ave E,BT-01,EL-03,Short-Term Pass Holder,NULL,NULL
88766,6/11/15 17:10,6/11/15 17:20,SEA00160,SEA,00160,638.31,UW Intramural Activities Building,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-07,UD-01,Short-Term Pass Holder,NULL,NULL
75040,5/17/15 21:27,5/17/15 21:42,SEA00286,SEA,00286,865.689,Dexter Ave N & Aloha St,2nd Ave & Pine St,SLU-02,CBD-13,Annual Member,Male,1988
45081,3/9/15 7:45,3/9/15 7:47,SEA00269,SEA,00269,91.47,Seattle University / E Columbia St & 12th Ave,Seattle University / E Columbia St & 12th Ave,FH-04,FH-04,Annual Member,Male,1976
68932,5/6/15 12:24,5/6/15 12:46,SEA00059,SEA,00059,1285.134,Dexter Ave & Denny Way,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-18,WF-04,Short-Term Pass Holder,NULL,NULL
102654,7/4/15 22:59,7/4/15 23:18,SEA00384,SEA,00384,1132.481,9th Ave N & Mercer St,1st Ave & Marion St,DPD-01,CBD-05,Annual Member,Male,1974
114757,7/23/15 11:34,7/23/15 12:45,SEA00308,SEA,00308,4230.285,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL
80652,5/28/15 11:48,5/28/15 11:57,SEA00380,SEA,00380,511.993,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Annual Member,Male,1961
9060,11/2/14 20:16,11/2/14 20:21,SEA00196,SEA,00196,296.143,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Short-Term Pass Holder,NULL,NULL
46288,3/12/15 15:29,3/12/15 15:53,SEA00271,SEA,00271,1444.955,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL
141515,9/8/15 22:25,9/8/15 22:36,SEA00207,SEA,00207,680.334,2nd Ave & Blanchard St,Summit Ave & E Denny Way,BT-05,CH-01,Annual Member,Male,1978
137056,8/29/15 9:04,8/29/15 9:18,SEA00394,SEA,00394,857.948,2nd Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-05,SLU-19,Short-Term Pass Holder,NULL,NULL
31573,1/26/15 15:13,1/26/15 15:19,SEA00102,SEA,00102,362.046,REI / Yale Ave N & John St,Westlake Ave & 6th Ave,SLU-01,SLU-15,Annual Member,Male,1985
73617,5/15/15 8:41,5/15/15 8:50,SEA00189,SEA,00189,558.828,Summit Ave E & E Republican St,7th Ave & Union St,CH-03,CBD-03,Annual Member,Male,1976
103539,7/6/15 12:41,7/6/15 12:46,SEA00412,SEA,00412,262.193,Burke Museum / E Stevens Way NE & Memorial Way NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-02,UW-06,Annual Member,Male,1983
44870,3/8/15 17:44,3/8/15 18:37,SEA00042,SEA,00042,3124.614,3rd Ave & Broad St,Key Arena / 1st Ave N & Harrison St,BT-01,SLU-19,Short-Term Pass Holder,NULL,NULL
103343,7/6/15 7:58,7/6/15 8:03,SEA00483,SEA,00483,331.785,Bellevue Ave & E Pine St,2nd Ave & Spring St,CH-12,CBD-06,Annual Member,Male,1984
61168,4/20/15 9:55,4/20/15 9:59,SEA00167,SEA,00167,240.912,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Male,1972
61084,4/20/15 8:35,4/20/15 8:42,SEA00266,SEA,00266,393.777,1st Ave & Marion St,Westlake Ave & 6th Ave,CBD-05,SLU-15,Annual Member,Male,1969
59666,4/18/15 13:29,4/18/15 16:51,SEA00293,SEA,00293,12143.356,12th Ave & NE Campus Pkwy,12th Ave & NE Campus Pkwy,UD-04,UD-04,Short-Term Pass Holder,NULL,NULL
101952,7/4/15 10:30,7/4/15 10:35,SEA00272,SEA,00272,316.241,Dexter Ave N & Aloha St,Republican St & Westlake Ave N,SLU-02,SLU-04,Annual Member,Male,1977
147616,9/22/15 5:38,9/22/15 5:46,SEA00110,SEA,00110,485.112,12th Ave & E Denny Way,1st Ave & Marion St,CH-06,CBD-05,Annual Member,Male,1989
40723,2/24/15 18:20,2/24/15 18:26,SEA00093,SEA,00093,364.625,2nd Ave & Blanchard St,Republican St & Westlake Ave N,BT-05,SLU-04,Annual Member,Female,1985
53405,4/2/15 15:27,4/2/15 15:46,SEA00368,SEA,00368,1103.461,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
118022,7/28/15 20:19,7/28/15 20:23,SEA00173,SEA,00173,267.599,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E,CH-08,CH-02,Annual Member,Other,1987
112997,7/20/15 15:23,7/20/15 15:33,SEA00478,SEA,00478,594.141,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Spring St,CH-08,CBD-06,Annual Member,Male,1984
61000,4/19/15 23:39,4/19/15 23:58,SEA00427,SEA,00427,1142.705,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
82207,5/30/15 16:43,5/30/15 17:47,SEA00155,SEA,00155,3830.243,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
49087,3/21/15 14:56,3/21/15 15:09,SEA00341,SEA,00341,795.659,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Short-Term Pass Holder,NULL,NULL
142162,9/10/15 7:30,9/10/15 7:47,SEA00212,SEA,00212,1036.193,2nd Ave & Blanchard St,E Blaine St & Fairview Ave E,BT-05,EL-03,Annual Member,Female,1964
4339,10/20/14 21:00,10/20/14 21:06,SEA00457,SEA,00457,399.988,2nd Ave & Blanchard St,Pine St & 9th Ave,BT-05,SLU-16,Annual Member,Male,1985
8583,11/1/14 22:31,11/1/14 22:51,SEA00380,SEA,00380,1209.434,City Hall / 4th Ave & James St,Occidental Park / Occidental Ave S & S Washington St,CBD-07,PS-04,Short-Term Pass Holder,NULL,NULL
25039,12/31/14 15:39,12/31/14 15:48,SEA00223,SEA,00223,521.001,UW Engineering Library / E Stevens Way NE & Jefferson Rd,Eastlake Ave E & E Allison St,UW-06,EL-05,Annual Member,Female,1989
95408,6/22/15 17:54,6/22/15 18:03,SEA00166,SEA,00166,535.284,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Annual Member,Male,1967
72131,5/11/15 17:28,5/11/15 17:35,SEA00489,SEA,00489,409.969,9th Ave N & Mercer St,Key Arena / 1st Ave N & Harrison St,DPD-01,SLU-19,Annual Member,Male,1989
1488,10/15/14 6:07,10/15/14 6:16,SEA00472,SEA,00472,548.58,E Harrison St & Broadway Ave E,Frye Art Museum / Terry Ave & Columbia St,CH-02,FH-01,Annual Member,Male,1968
83655,6/2/15 16:41,6/2/15 16:59,SEA00194,SEA,00194,1075.108,6th Ave S & S King St,Seattle University / E Columbia St & 12th Ave,ID-04,FH-04,Annual Member,Male,1981
11330,11/8/14 14:43,11/8/14 15:21,SEA00413,SEA,00413,2298.552,Westlake Ave & 6th Ave,1st Ave & Marion St,SLU-15,CBD-05,Short-Term Pass Holder,NULL,NULL
113524,7/21/15 14:15,7/21/15 14:23,SEA00457,SEA,00457,476.635,Westlake Ave & 6th Ave,2nd Ave & Pine St,SLU-15,CBD-13,Annual Member,Male,1987
108559,7/14/15 7:24,7/14/15 7:34,SEA00279,SEA,00279,588.279,12th Ave & E Mercer St,Republican St & Westlake Ave N,CH-15,SLU-04,Annual Member,Male,1976
9428,11/4/14 8:23,11/4/14 8:41,SEA00379,SEA,00379,1062.766,15th Ave E & E Thomas St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,CH-05,UW-10,Annual Member,Female,1988
149608,9/26/15 9:02,9/26/15 9:13,SEA00472,SEA,00472,659.614,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Short-Term Pass Holder,NULL,NULL
103838,7/6/15 18:57,7/6/15 19:06,SEA00182,SEA,00182,532.113,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Annual Member,Male,1983
25057,12/31/14 17:01,12/31/14 17:18,SEA00144,SEA,00144,1053.891,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Eastlake Ave E & E Allison St,EL-01,EL-05,Annual Member,Female,1984
18569,12/2/14 17:05,12/2/14 17:16,SEA00239,SEA,00239,689.028,REI / Yale Ave N & John St,2nd Ave & Blanchard St,SLU-01,BT-05,Annual Member,Male,1965
65278,4/27/15 19:05,4/27/15 19:30,SEA00421,SEA,00421,1462.42,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL
30954,1/24/15 16:09,1/24/15 16:15,SEA00371,SEA,00371,335.547,2nd Ave & Blanchard St,Key Arena / 1st Ave N & Harrison St,BT-05,SLU-19,Annual Member,Male,1970
52337,3/30/15 15:45,3/30/15 15:58,SEA00482,SEA,00482,791.865,E Pine St & 16th Ave,E Pine St & 16th Ave,CH-07,CH-07,Annual Member,Female,1950
74227,5/16/15 12:00,5/16/15 12:29,SEA00385,SEA,00385,1748.399,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Short-Term Pass Holder,NULL,NULL
134764,8/24/15 21:27,8/24/15 21:39,SEA00374,SEA,00374,714.637,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Vine St,CH-08,BT-03,Annual Member,Male,1983
29320,1/19/15 12:40,1/19/15 12:55,SEA00264,SEA,00264,911.365,Eastlake Ave E & E Allison St,E Blaine St & Fairview Ave E,EL-05,EL-03,Short-Term Pass Holder,NULL,NULL
118552,7/29/15 17:05,7/29/15 17:18,SEA00277,SEA,00277,756.185,Pier 69 / Alaskan Way & Clay St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,WF-01,PS-05,Annual Member,Male,1956
66292,4/30/15 16:09,4/30/15 16:15,SEA00079,SEA,00079,370.774,Westlake Ave & 6th Ave,9th Ave N & Mercer St,SLU-15,DPD-01,Annual Member,Male,1981
132505,8/21/15 8:34,8/21/15 8:45,SEA00497,SEA,00497,674.563,Summit Ave & E Denny Way,3rd Ave & Broad St,CH-01,BT-01,Annual Member,Other,1987
71532,5/10/15 13:53,5/10/15 14:18,SEA00356,SEA,00356,1507.942,15th Ave NE & NE 40th St,9th Ave N & Mercer St,UW-04,DPD-01,Annual Member,Female,1987
130765,8/18/15 9:45,8/18/15 9:55,SEA00349,SEA,00349,591.175,15th Ave E & E Thomas St,Lake Union Park / Valley St & Boren Ave N,CH-05,SLU-17,Annual Member,Male,1991
40256,2/23/15 11:04,2/23/15 11:08,SEA00315,SEA,00315,243.948,Pine St & 9th Ave,REI / Yale Ave N & John St,SLU-16,SLU-01,Annual Member,Male,1987
132369,8/20/15 19:42,8/20/15 20:03,SEA00473,SEA,00473,1306.099,NE 47th St & 12th Ave NE,Summit Ave E & E Republican St,UD-07,CH-03,Annual Member,Male,1980
131960,8/20/15 8:31,8/20/15 8:38,SEA00024,SEA,00024,371.439,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Annual Member,Other,1957
16079,11/21/14 23:54,11/22/14 0:13,SEA00091,SEA,00091,1131.489,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL
90470,6/14/15 11:45,6/14/15 14:17,SEA00413,SEA,00413,9114.951,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St,SLU-19,SLU-19,Short-Term Pass Holder,NULL,NULL
5838,10/25/14 10:00,10/25/14 10:04,SEA00041,SEA,00041,234.946,12th Ave & E Denny Way,Seattle University / E Columbia St & 12th Ave,CH-06,FH-04,Annual Member,Male,1988
98674,6/28/15 16:51,6/28/15 16:56,SEA00368,SEA,00368,321.659,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave,SLU-01,SLU-07,Short-Term Pass Holder,NULL,NULL
77201,5/21/15 18:31,5/21/15 18:36,SEA00371,SEA,00371,321.825,Bellevue Ave & E Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-12,CH-08,Annual Member,Male,1985
66762,5/1/15 15:30,5/1/15 15:46,SEA00262,SEA,00262,954.802,E Blaine St & Fairview Ave E,Dexter Ave & Denny Way,EL-03,SLU-18,Annual Member,Male,1980
121480,8/3/15 10:30,8/3/15 10:35,SEA00365,SEA,00365,308.396,9th Ave N & Mercer St,PATH / 9th Ave & Westlake Ave,DPD-01,SLU-07,Annual Member,Male,1983
58212,4/15/15 20:25,4/15/15 20:34,SEA00057,SEA,00057,552.512,PATH / 9th Ave & Westlake Ave,1st Ave & Marion St,SLU-07,CBD-05,Annual Member,Male,1982
104594,7/8/15 5:57,7/8/15 6:08,SEA00230,SEA,00230,650.654,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Annual Member,Male,1982
5975,10/25/14 15:29,10/25/14 15:43,SEA00107,SEA,00107,829.343,2nd Ave & Vine St,2nd Ave & Blanchard St,BT-03,BT-05,Short-Term Pass Holder,NULL,NULL
49364,3/22/15 13:38,3/22/15 13:40,SEA00269,SEA,00269,169.313,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Annual Member,Female,1982
123726,8/6/15 17:05,8/6/15 17:15,SEA00169,SEA,00169,588.531,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St,WF-01,CBD-13,Annual Member,Male,1992
77193,5/21/15 18:26,5/21/15 18:39,SEA00481,SEA,00481,792.407,Westlake Ave & 6th Ave,Dexter Ave & Denny Way,SLU-15,SLU-18,Short-Term Pass Holder,NULL,NULL
46068,3/12/15 7:32,3/12/15 7:37,SEA00155,SEA,00155,300.373,12th Ave & E Denny Way,Pine St & 9th Ave,CH-06,SLU-16,Annual Member,Male,1982
3338,10/19/14 12:13,10/19/14 13:10,SEA00194,SEA,00194,3411.301,REI / Yale Ave N & John St,Eastlake Ave E & E Allison St,SLU-01,EL-05,Short-Term Pass Holder,NULL,NULL
13286,11/13/14 14:16,11/13/14 14:19,SEA00295,SEA,00295,188.98,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-06,UW-06,Short-Term Pass Holder,NULL,NULL
107668,7/12/15 18:32,7/12/15 18:58,SEA00140,SEA,00140,1582.134,1st Ave & Marion St,3rd Ave & Broad St,CBD-05,BT-01,Short-Term Pass Holder,NULL,NULL
129778,8/16/15 15:08,8/16/15 16:56,SEA00477,SEA,00477,6514.463,2nd Ave & Pine St,Republican St & Westlake Ave N,CBD-13,SLU-04,Short-Term Pass Holder,NULL,NULL
77724,5/22/15 18:25,5/22/15 18:35,SEA00061,SEA,00061,597.478,Pier 69 / Alaskan Way & Clay St,2nd Ave & Pine St,WF-01,CBD-13,Annual Member,Male,1992
55810,4/8/15 17:50,4/8/15 17:59,SEA00300,SEA,00300,580.385,9th Ave N & Mercer St,Dexter Ave & Denny Way,DPD-01,SLU-18,Annual Member,Male,1981
53827,4/3/15 17:17,4/3/15 17:34,SEA00206,SEA,00206,1029.949,PATH / 9th Ave & Westlake Ave,Cal Anderson Park / 11th Ave & Pine St,SLU-07,CH-08,Annual Member,Female,1971
121588,8/3/15 13:26,8/3/15 13:42,SEA00411,SEA,00411,955.459,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Pine St & 9th Ave,EL-01,SLU-16,Annual Member,Female,1982
89783,6/13/15 13:43,6/13/15 13:58,SEA00176,SEA,00176,911.504,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Vine St,WF-04,BT-03,Short-Term Pass Holder,NULL,NULL
118454,7/29/15 15:15,7/29/15 15:32,SEA00386,SEA,00386,993.407,Harvard Ave & E Pine St,6th Ave S & S King St,CH-09,ID-04,Annual Member,Male,1981
145201,9/16/15 9:07,9/16/15 9:18,SEA00185,SEA,00185,652.474,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-12,PS-04,Annual Member,Male,1983
54662,4/5/15 18:06,4/5/15 18:23,SEA00429,SEA,00429,996.189,E Blaine St & Fairview Ave E,PATH / 9th Ave & Westlake Ave,EL-03,SLU-07,Short-Term Pass Holder,NULL,NULL
134104,8/23/15 21:18,8/23/15 21:37,SEA00353,SEA,00353,1158.643,Key Arena / 1st Ave N & Harrison St,2nd Ave & Pine St,SLU-19,CBD-13,Short-Term Pass Holder,NULL,NULL
102077,7/4/15 12:43,7/4/15 13:29,SEA00428,SEA,00428,2774.345,E Harrison St & Broadway Ave E,6th Ave S & S King St,CH-02,ID-04,Short-Term Pass Holder,NULL,NULL
45899,3/11/15 15:45,3/11/15 15:58,SEA00448,SEA,00448,836.764,3rd Ave & Broad St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,BT-01,WF-04,Annual Member,Male,1987
153903,10/5/15 7:20,10/5/15 7:30,SEA00221,SEA,00221,576.388,Summit Ave & E Denny Way,3rd Ave & Broad St,CH-01,BT-01,Annual Member,Other,1987
33924,2/3/15 16:36,2/3/15 17:53,SEA00415,SEA,00415,4618.771,Lake Union Park / Valley St & Boren Ave N,12th Ave & E Denny Way,SLU-17,CH-06,Short-Term Pass Holder,NULL,NULL
152469,10/1/15 19:23,10/1/15 19:35,SEA00217,SEA,00217,724.589,Lake Union Park / Valley St & Boren Ave N,Pine St & 9th Ave,SLU-17,SLU-16,Annual Member,Male,1973
89111,6/12/15 10:12,6/12/15 10:23,SEA00104,SEA,00104,673.247,15th Ave E & E Thomas St,2nd Ave & Pine St,CH-05,CBD-13,Annual Member,Male,1976
152867,10/2/15 18:00,10/2/15 18:11,SEA00490,SEA,00490,677.042,E Blaine St & Fairview Ave E,REI / Yale Ave N & John St,EL-03,SLU-01,Annual Member,Female,1973
101457,7/3/15 13:12,7/3/15 13:30,SEA00423,SEA,00423,1052.11,Pine St & 9th Ave,3rd Ave & Broad St,SLU-16,BT-01,Short-Term Pass Holder,NULL,NULL
7511,10/29/14 20:15,10/29/14 20:30,SEA00273,SEA,00273,887.265,Republican St & Westlake Ave N,Pier 69 / Alaskan Way & Clay St,SLU-04,WF-01,Annual Member,Male,1988
121325,8/3/15 6:49,8/3/15 6:53,SEA00279,SEA,00279,218.65,Westlake Ave & 6th Ave,6th Ave & Blanchard St,SLU-15,BT-04,Annual Member,Male,1988
155844,10/9/15 18:44,10/9/15 18:48,SEA00044,SEA,00044,265.626,E Pine St & 16th Ave,Harvard Ave & E Pine St,CH-07,CH-09,Annual Member,Male,1983
127079,8/11/15 21:38,8/11/15 21:43,SEA00129,SEA,00129,274.657,Harvard Ave & E Pine St,E Harrison St & Broadway Ave E,CH-09,CH-02,Annual Member,Female,1983
130050,8/17/15 7:54,8/17/15 8:02,SEA00490,SEA,00490,484.367,3rd Ave & Broad St,REI / Yale Ave N & John St,BT-01,SLU-01,Annual Member,Male,1990
151929,9/30/15 17:35,9/30/15 17:41,SEA00136,SEA,00136,376.765,2nd Ave & Spring St,6th Ave S & S King St,CBD-06,ID-04,Annual Member,Male,1990
112884,7/20/15 11:25,7/20/15 11:52,SEA00022,SEA,00022,1651.805,Cal Anderson Park / 11th Ave & Pine St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CH-08,WF-04,Short-Term Pass Holder,NULL,NULL
79816,5/27/15 7:51,5/27/15 8:02,SEA00473,SEA,00473,657.215,12th Ave & E Mercer St,2nd Ave & Spring St,CH-15,CBD-06,Annual Member,Male,1962
29658,1/20/15 10:46,1/20/15 10:50,SEA00047,SEA,00047,238.269,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Male,1972
12876,11/12/14 11:53,11/12/14 12:07,SEA00025,SEA,00025,819.639,NE 47th St & 12th Ave NE,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UD-07,EL-01,Annual Member,Male,1985
75351,5/18/15 14:56,5/18/15 15:00,SEA00244,SEA,00244,210.455,Republican St & Westlake Ave N,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-04,EL-01,Short-Term Pass Holder,NULL,NULL
22771,12/19/14 16:02,12/19/14 16:10,SEA00374,SEA,00374,463.26,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Annual Member,Male,1987
18452,12/2/14 10:52,12/2/14 11:01,SEA00416,SEA,00416,516.633,2nd Ave & Blanchard St,Republican St & Westlake Ave N,BT-05,SLU-04,Annual Member,Male,1987
93750,6/19/15 16:56,6/19/15 18:42,SEA00249,SEA,00249,6352.987,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
65634,4/28/15 18:19,4/28/15 18:27,SEA00364,SEA,00364,508.564,2nd Ave & Pine St,2nd Ave & Vine St,CBD-13,BT-03,Annual Member,Male,1986
28850,1/16/15 16:03,1/16/15 16:34,SEA00255,SEA,00255,1883.926,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St,EL-03,SLU-19,Annual Member,Female,1954
97314,6/26/15 6:24,6/26/15 6:28,SEA00293,SEA,00293,265.164,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave,BT-01,SLU-07,Annual Member,Male,1961
149194,9/25/15 6:32,9/25/15 6:40,SEA00390,SEA,00390,444.802,Harvard Ave & E Pine St,E Pine St & 16th Ave,CH-09,CH-07,Short-Term Pass Holder,NULL,NULL
58592,4/16/15 17:34,4/16/15 17:48,SEA00375,SEA,00375,856.172,2nd Ave & Spring St,3rd Ave & Broad St,CBD-06,BT-01,Short-Term Pass Holder,NULL,NULL
96021,6/23/15 18:53,6/23/15 18:56,SEA00145,SEA,00145,182.956,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave,SLU-07,SLU-15,Annual Member,Male,1962
73784,5/15/15 12:48,5/15/15 12:53,SEA00306,SEA,00306,329.712,E Blaine St & Fairview Ave E,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,EL-03,EL-01,Annual Member,Male,1961
75460,5/18/15 17:39,5/18/15 17:45,SEA00449,SEA,00449,364.869,9th Ave N & Mercer St,6th Ave & Blanchard St,DPD-01,BT-04,Annual Member,Male,1965
62560,4/21/15 17:44,4/21/15 17:54,SEA00052,SEA,00052,585.558,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St,UW-04,EL-05,Annual Member,Male,1988
64950,4/27/15 12:25,4/27/15 12:52,SEA00286,SEA,00286,1620.482,Lake Union Park / Valley St & Boren Ave N,12th Ave & NE Campus Pkwy,SLU-17,UD-04,Short-Term Pass Holder,NULL,NULL
156534,10/12/15 10:22,10/12/15 12:22,SEA00358,SEA,00358,7201.997,15th Ave NE & NE 40th St,2nd Ave & Pine St,UW-04,CBD-13,Short-Term Pass Holder,NULL,NULL
4896,10/22/14 18:46,10/22/14 18:48,SEA00094,SEA,00094,126.913,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Male,1986
7225,10/29/14 12:40,10/29/14 12:43,SEA00438,SEA,00438,216.917,NE 42nd St & University Way NE,15th Ave NE & NE 40th St,UD-02,UW-04,Annual Member,Male,1978
71237,5/9/15 19:49,5/9/15 20:30,SEA00283,SEA,00283,2416.51,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL
6589,10/27/14 15:31,10/27/14 15:41,SEA00089,SEA,00089,601.309,6th Ave S & S King St,City Hall / 4th Ave & James St,ID-04,CBD-07,Short-Term Pass Holder,NULL,NULL
150314,9/27/15 14:02,9/27/15 14:16,SEA00229,SEA,00229,846.996,Summit Ave E & E Republican St,1st Ave & Marion St,CH-03,CBD-05,Annual Member,Female,1989
72968,5/13/15 18:24,5/13/15 18:32,SEA00150,SEA,00150,487.331,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave,SLU-02,SLU-15,Annual Member,Male,1982
137479,8/30/15 13:55,8/30/15 14:10,SEA00263,SEA,00263,937.625,Pine St & 9th Ave,Key Arena / 1st Ave N & Harrison St,SLU-16,SLU-19,Short-Term Pass Holder,NULL,NULL
54104,4/4/15 13:48,4/4/15 14:05,SEA00308,SEA,00308,1022.039,Dexter Ave N & Aloha St,Eastlake Ave E & E Allison St,SLU-02,EL-05,Annual Member,Male,1985
121174,8/2/15 17:37,8/2/15 17:57,SEA00183,SEA,00183,1222.799,Occidental Park / Occidental Ave S & S Washington St,Westlake Ave & 6th Ave,PS-04,SLU-15,Short-Term Pass Holder,NULL,NULL
152312,10/1/15 15:25,10/1/15 15:32,SEA00487,SEA,00487,382.59,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E,SLU-17,EL-03,Annual Member,Male,1978
